ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
3404,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,1245,*,*,0,0,1245,0,0
3436,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-10,-10,*,*,0,0,0,0,0
3443,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,944,*,*,363,0,944,2000,1
3471,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,300,-206,*,*,0,0,0,2000,1
3518,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
3530,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
3537,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,17404,19103,*,*,1000,2000,2000,2836,0
3545,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
3553,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,9959,11361,*,*,600,1672,20000,1000,0
3579,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,742,0,0,198,0
3586,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
3587,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,225,0,*,*,225,0,0,0,0
3597,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,57248,58515,*,*,2000,2100,2200,2041,1
3599,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,650,7574,*,*,0,150,7424,0,0
3602,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
3604,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2567,735,*,*,6461,2567,1470,11605,0
3615,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,60619,61096,*,*,10000,10030,5000,5000,0
3671,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
3691,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,6071,*,*,7632,0,6071,0,0
3693,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
3695,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,72204,79105,*,*,2200,14710,8000,3005,1
3699,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
3703,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
3706,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
3718,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,4443,*,*,0,0,4443,890,0
3724,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,42916,44199,*,*,2000,1800,2000,2000,1
3739,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
3758,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-200,-200,*,*,0,0,0,0,1
3763,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,3422,0
3770,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2196,1481,*,*,1406,2196,1481,0,0
3788,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
3800,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
3813,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
3819,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,28027,0
3852,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,888,0,0,0,1
3859,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,278,4575,*,*,303,279,4597,0,0
3868,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,90202,39564,*,*,2000,0,1000,27224,0
3871,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
3872,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,30378,29706,*,*,2070,1266,2000,1068,1
3912,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
3917,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,48686,47459,*,*,1900,2000,1746,1890,1
3920,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-1917,18083,*,*,0,0,20000,1000,0
3942,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,666,*,*,0,0,666,0,1
3969,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,22397,15944,*,*,10000,10000,685,612,0
3977,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,3910,299,*,*,122,78,299,9292,0
3996,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,6087,-273,*,*,2000,2000,0,2000,0
4008,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2483,0,*,*,0,2483,0,80,0
4009,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
4019,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
4025,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,4629,5551,*,*,0,4629,1000,1915,0
4032,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-240,390,*,*,0,0,1170,390,0
4064,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
4084,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,908,0,*,*,167,908,0,0,0
4090,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
4097,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,736,316,*,*,736,736,316,1156,0
4144,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
4186,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,625,514,*,*,0,625,514,3,0
4196,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,41300,*,*,0,0,41300,868,0
4210,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,330982,355339,*,*,0,330982,30000,13174,0
4220,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
4223,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,46231,73262,*,*,8000,1460,40000,10000,0
4238,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
4315,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
4330,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,10000,0,*,*,1085,10000,0,0,0
4359,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,550,*,*,0,0,550,0,1
4390,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,5149,5561,*,*,1900,500,500,1000,0
4443,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,3220,1
4457,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,476,*,*,0,0,476,288,1
4466,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,3019,16496,*,*,309,3100,16890,500,0
4474,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,7859,-2,*,*,0,7882,0,805,0
4494,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,1650,*,*,0,0,1650,0,0
4497,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,9260,10000,*,*,3000,2000,1000,0,0
4498,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,475,475,*,*,0,800,475,975,1
4505,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
4536,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
4557,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
4577,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,217,0
4586,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
4616,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,25707,0,*,*,0,92,0,0,1
4664,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,41300,0,0,10000,0
4685,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
4689,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,19094,19224,*,*,900,900,636,744,1
4708,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,29092,29977,*,*,1027,1033,1345,1000,1
4711,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,12122,3685,*,*,112,32132,11304,52681,0
4740,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,8618,0
4743,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
4761,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2149,696,*,*,845,2000,696,696,0
4763,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,28984,14769,*,*,1000,800,728,1000,1
4765,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,5765,0,*,*,390,115,0,0,0
4771,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,1500,0,0,0,0
4778,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-1518,-1518,*,*,0,0,0,0,1
4783,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
4784,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,6352,6563,*,*,5950,500,317,1150,0
4808,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,3754,848,*,*,3202,4000,848,5795,0
4809,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,86482,88164,*,*,3029,3127,3433,3356,0
4827,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,11688,*,*,0,0,11688,0,0
4844,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,25333,25911,*,*,888,920,1000,2000,0
4865,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
4895,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,150,*,*,0,0,150,550,0
4901,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,600,5937,*,*,0,600,5937,470,1
4911,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,240,998,*,*,0,240,998,223,0
4912,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2600,390,*,*,340,1000,390,390,0
4924,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
4975,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,62120,63315,*,*,2400,2500,2400,1860,0
4983,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,5245,12082,*,*,0,5245,7000,0,0
5003,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-261,-591,*,*,69,0,0,29953,0
5015,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,7860,8142,*,*,3000,0,8142,0,0
5016,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,1350,1350,*,*,2700,0,1350,8334,0
5055,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,596,*,*,1957,0,596,789,0
5066,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,900,*,*,0,0,900,880,0
5072,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,940,170,*,*,0,940,170,2018,1
5103,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
5112,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
5125,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,3495,0,*,*,0,3495,0,21754,0
5126,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,799,0,0,2247,1
5137,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,16519,19231,*,*,2000,2000,3000,1000,1
5146,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,1522,6820,*,*,0,1550,6900,4100,0
5150,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,7035,*,*,0,0,7035,0,1
5171,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-31,-31,*,*,0,0,0,0,0
5173,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,1756,4400,*,*,0,1756,4400,0,0
5174,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
5211,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
5213,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,8270,*,*,0,0,8270,0,0
5219,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,19018,19383,*,*,810,1000,692,647,1
5277,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,58664,59323,*,*,2039,2088,2767,1750,0
5289,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,3217,8273,*,*,0,3217,8273,5158,0
5300,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,150,459,*,*,11850,300,459,52,0
5315,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,1202,84482,*,*,0,1202,84482,3162,0
5324,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
5354,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,3691,0,0,0,0
5385,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
5465,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,583,*,*,900,0,583,2000,0
5466,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-600,-600,*,*,0,0,0,0,0
5493,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2165,0,*,*,2835,335,335,335,0
